CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,NAME,DESCRIPTN,ADDRESS,ALIAS_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,FACEBOOK,PRODUCT_ID,PROD_GRP,TRSM_AREA,TWITTER,SHAPE,SEQ_ID,X,Y
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1253,Abbotsford Visitor Centre,Visitor Services ;,"34561 Delair Road, Abbotsford, BC",34561 Delair Road,34561 Delair Road,V2S2E1,Abbotsford,,,,www.tourismabbotsford.ca,,49.0366516,-122.2667232,,20181201072716,,http://www.facebook.com/TourismAbbotsford,4547998,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/TourismAbby,,2079,1273180.3549999995,453909.71700000204
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1254,Aboriginal Journeys: Wildlife Viewing & Adventure Tours,Wildlife Viewing - Whale Watching ;,"3 1371 Island Hwy, Campbell River, BC",1434 Ironwood St,3 1371 Island Hwy,V9W5T5,Campbell River,,,,http://www.aboriginaljourneys.com,,50.0332231,-125.2730538,Cruises & Boat Tours ; Historic & Heritage Sites - Aboriginal ; Sightseeing Tours - Aborginal ; ,20181201072716,,http://www.facebook.com/whaleandgrizzlybeartours,4543394,Activity / Attraction,Vancouver Island,http://twitter.com/BCorca,,1761,1052080.0919999997,557746.8479999965
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1255,AC Airways,Airlines & Charters ;,"Bldg 41, Langley, BC",Bldg 41,Bldg 41,V2Y0E5,Langley,,,,ACAirways.com,,49.1035727,-122.6349092,Flightseeing Tours ; Sightseeing Tours ; ,20181201072718,,https://www.facebook.com/ACAirways,4567501,Transportation,Vancouver Coast and Mountains,https://twitter.com/ACAIRWAYS,,3235,1245906.7459999993,459984.0569999991
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1256,ACT Adventures,Hiking - Hiking ;,"1265 W 13th Ave, Vancouver, BC",1265 W 13th Ave,1265 W 13th Ave,V6H1N5,Vancouver,,,,www.actadventures.ca,,49.259764,-123.132898,Sightseeing Tours ; Snowshoeing ; Wildlife Viewing - Other ; ,20181201072717,,http://www.facebook.com/ACTAdventures,4570692,Activity / Attraction,Vancouver Coast and Mountains,https://twitter.com/ACTAdventures,,2319,1208834.8429999999,475720.47099999804
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1257,Adega on 45th Estate Winery,Wineries ;,"7311 - 45th St, Osoyoos, BC",7311 - 45th St,7311 - 45th St,V0H1V6,Osoyoos,,,,www.adegaon45.com,,49.0308998,-119.4354453,,20181201072716,,https://www.facebook.com/pages/Adega-on-45th-Estate-Winery/120981491308914,4583062,Activity / Attraction,Thompson Okanagan, ,,2147,1479950.8990000011,468334.9419999989
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1258,Adrena LINE Zipline Adventure Tours,Ziplining & Bungee Jumping ;,"5128C Sooke Rd, Victoria, BC",5128C Sooke Rd,5128C Sooke Rd,V9Z0E2,Victoria,,,,www.zipwest.ca,,48.39378,-123.629755,Activity Zones - Outdoor ; ,20181201072717,,http://www.facebook.com/AdrenaLineZip,4545478,Activity / Attraction,Vancouver Island,http://twitter.com/#!/adrenaline_news,,2303,1175878.4209999996,378280.4509999985
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1259,Adventure Paddle School,Kayaking & Canoeing - River ;,"2b Wolf Cres., Invermere, BC",2b Wolf Crescent,2b Wolf Cres.,V0A1K0,Invermere,,,,www.adventurepaddleschool.com,,50.5169369,-115.9981724,Stand Up Paddle Boarding ; Kayaking & Canoeing - Lake ; Surfing & Water Sports ; ,20181201072716,,https://www.facebook.com/adventurepaddleschool/,4600206,Activity / Attraction,Kootenay Rockies,https://twitter.com/adventurepaddle,,2183,1706605.856000001,661301.4430000037
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1260,Adventure Quest Canada Tours Inc.,Wildlife Viewing - Whale Watching ;,"Discovery Harbour Marina, Campbell River, BC",915 Kit Cres,Discovery Harbour Marina,V9W2C4,Campbell River,,,,www.adventurequestcanada.com,,50.0343542,-125.2446985,Wildlife Viewing - Bear Watching ; Wildlife Viewing - Bird Watching ; Cruises & Boat Tours ; ,20181201072716,,http://www.facebook.com/pages/Adventure-Quest-Tours-Canada-Inc/121075881304367,4573055,Activity / Attraction,Vancouver Island,https://twitter.com/adventuretourBC,,1385,1054110.1129999994,557893.9259999953
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1261,Adventure Tofino Wildlife Tours,Wildlife Viewing - Whale Watching ;,"421 Main Street, Tofino, BC",Po Box 1038,421 Main Street,V0R2Z0,Tofino,,,,,,49.153442999999996,-125.9037557,Wildlife Viewing - Bear Watching ; Hot Springs ; ,20181201072718,,https://www.facebook.com/AdventureTofino,4599258,Activity / Attraction,Vancouver Island, ,,3535,1007028.2459999999,459683.1929999972
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1262,Adventuress Sea Kayaking,Kayaking & Canoeing - Ocean ;,"889 Little Mountain Rd., Parksville, BC",889 Little Mountain Rd.,889 Little Mountain Rd.,V9P2C3,Parksville,,,,www.adventuress.ca,,49.2957979,-124.324934,Wildlife Viewing - Other ; ,20181201072718,,http://www.facebook.com/Adventuress.Sea.Kayaking,4556751,Activity / Attraction,Vancouver Island, ,,3021,1121936.2070000006,476937.51099999994
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1263,Agassiz Tourist/Visitor Info Booth,Visitor Services ;,"7011 Pioneer Ave, Agassiz, BC","7011 Pioneer Ave, Agassiz, BC",7011 Pioneer Ave,V0M1A0,Agassiz,,,,,,49.2389759,-121.7656426,,20181201072716,,http://www.facebook.com/AgassizVisitorInformationCentre&Museum,4553134,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/AgassizMuseum,,1789,1308461.8859999992,478409.1339999987
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1264,Agassiz-Harrison Museum & Visitor Info Centre,Museums ;,"7011 Pioneer Ave, Agassiz, BC",7011 Pioneer Ave,7011 Pioneer Ave,V0M1A0,Agassiz,,,,www.agassizharrisonmuseum.org,,49.2389905,-121.7656368,Historic & Heritage Sites ; Artists ; ,20181201072718,,https://www.facebook.com/pages/Agassiz-Visitor-Information-Centre-Museum/110299242344218,4563841,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/AgassizMuseum,,3667,1308462.2109999994,478410.779000001
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1265,Ageless Adventure Tours,Tours - Sightseeing Tours ;,"260-1959 152nd St, Surrey, BC",260-1959 152nd St,260-1959 152nd St,V4A9E3,Surrey,,,,www.mandatetours.com,,49.0380579,-122.801351,Bus / Coach / Shuttle ; Walking Tours ; Train Tours ; ,20181201072717,, ,4558179,Activity / Attraction,Vancouver Coast and Mountains, ,,2873,1234081.076,452150.27100000065
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1266,AG-Fish Enterprises Salmon Fishing Charter,Fishing - Saltwater ;,"Quathiaski Cove, Quadra Island, BC","Quathiaski Cove, Quadra Island, BC",Quathiaski Cove,V0P1N0,Quadra Island,,,,http://www.agfish.net/,,50.042451,-125.2162886,Cruises & Boat Tours ; Wildlife Viewing - Other ; ,20181201072716,,https://www.facebook.com/#!/agfishing,4567161,Activity / Attraction,Vancouver Island, ,,1357,1056135.3579999993,558816.6350000007
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1267,Ainsworth Hot Springs,Hot Springs ;,"3609 Hwy 31, Ainsworth Hot Springs, BC","3609 Hwy 31, Ainsworth Hot Springs, BC",3609 Hwy 31,V0G1A0,Ainsworth Hot Springs,,,,www.ainsworthhotsprings.com,,49.733978,-116.91023,,20181201072716,,http://www.facebook.com/ainsworthhotsprings,100510,Activity / Attraction,Kootenay Rockies, ,,1901,1653696.835,566225.5410000021
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1268,Air Nootka,Airlines & Charters ;,"800 Mill Road, Gold River, BC","800 Mill Road, Gold River, BC",800 Mill Road,V0P1G0,Gold River,,,,airnootka.com,,49.6790298,-126.1172311,Flightseeing Tours ; Hiking - Hiking ; ,20181201072718,,http://www.facebook.com/AirNootka,4605054,Transportation,Vancouver Island, ,,3569,991535.9240000008,518097.632000003
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1269,Aisin-Gioro Fine Art Gallery Ltd,Art Galleries ;,"119B East Pender Street, Vancouver, BC",119B East Pender Street,119B East Pender Street,V6A1T6,Vancouver,,,,http://www.aisingiorostudio.com,,49.2806695,-123.1015761,,20181201072718,, ,4599637,Activity / Attraction,Vancouver Coast and Mountains, ,,3631,1211019.9299999992,478134.30500000715
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1270,Alaska Highway House,Museums ;,"10201 10th St, Dawson Creek, BC",10201 10th St,10201 10th St,V1G3T5,Dawson Creek,,,,www.travelbc.com,,55.757802999999996,-120.229208,Historic & Heritage Sites ; ,20181201072717,, ,4555598,Activity / Attraction,Northern British Columbia, ,,2689,1361004.0580000007,1210539.132999991
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1271,Alberni Charters,Fishing - Saltwater ;,"2900 Harbour Road, Port Alberni, BC",10542,2900 Harbour Road,V9Y7X2,Port Alberni,,,,albernicharters.com,,49.2300567,-124.8111053,Cruises & Boat Tours ; Wildlife Viewing - Other ; Wildlife Viewing - Whale Watching ; ,20181201072717,,https://www.facebook.com/AlberniCharters,4582736,Activity / Attraction,Vancouver Island, ,,2837,1086672.1099999999,468918.00599999726
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1272,Alberni Valley Regional Airport,Airports ;,"7400 Airport Rd, Port Alberni, BC",188 Airport Rd,7400 Airport Rd,V9Y8Y9,Port Alberni,,,,www.tofinoairport.com,,49.3196845,-124.9295159,,20181201072716,, ,4595774,Transportation,Vancouver Island, ,,1319,1077889.9149999996,478738.0120000001
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1273,Alert Bay Visitor Centre,Visitor Services ;,"118 Fir St, Alert Bay, BC",Bag Service 2800,118 Fir St,V0N1A0,Alert Bay,,,,www.alertbay.ca,,50.5838831,-126.9284993,,20181201072717,,https://www.facebook.com/The-Corporation-of-the-Village-of-Alert-Bay-1550926945223746/,4547752,Activity / Attraction,Vancouver Island, ,,3359,934284.5610000007,619184.3999999994
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1274,Alice Lake Provincial Park,Parks - Provincial ;,"Off Hwy 99, Squamish, BC","4th Floor, 2975 Jutland Rd",Off Hwy 99,V8B0X3,Squamish,,,,www.bcparks.ca,,49.7848109,-123.1280708,,20181201072716,,http://www.facebook.com/YourBCParks,4545239,Activity / Attraction,Vancouver Coast and Mountains, ,,1715,1206819.2660000005,534047.9819999989
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1275,Almer Carlson Outdoor Pool,Swimming Pools ;,"48846 Highline Road, North Bend, BC",1005-6 Avenue,48846 Highline Road,V0K1C0,North Bend,,,,www.fvrd.bc.ca,,49.861267999999995,-121.4408999,,20181201072717,,https://www.facebook.com/YourFVRD,4587147,Activity / Attraction,Vancouver Coast and Mountains, ,,3113,1327635.2150000008,548908.1589999972
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1276,Alpine Air Adventures,Skiing & Snowboarding ;,"100 Cedar Dr, Sparwood, BC",10 Gleneagles Cl,100 Cedar Dr,V0B2G0,Sparwood,,,,www.alpineairadventures.com,,49.7280187,-114.8924562,Backcountry Skiing ; Rock Climbing & Mountaineering ; ,20181201072716,,https://www.facebook.com/www.alpineairadventures/,4569932,Activity / Attraction,Kootenay Rockies,https://twitter.com/AlpineAirAdv,,2201,1797826.5080000004,586257.3329999996
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1277,Alpine Rafting,River Rafting ;,"101 Golden Donald Upper Rd, Golden, BC",Box 1272,101 Golden Donald Upper Rd,V0A1H0,Golden,,,,http://www.alpinerafting.com,,51.3014394,-116.9550434,Stand Up Paddle Boarding ; Sightseeing Tours ; ,20181201072718,,http://www.facebook.com/raftbc,4547705,Activity / Attraction,Kootenay Rockies,http://www.twitter.com/AlpineRafting,,3061,1628261.8770000013,738849.8899999997
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1278,Alpine Trailhead Lodging Adventure Tours,ATV/4 Wheel Drive ;,"1 - 20940 Snowflake Cres, Hemlock Valley, BC",1 - 20940 Snowflake Cres,1 - 20940 Snowflake Cres,V0M1A1,Hemlock Valley,,,,www.snowflakeresort.com,,49.3785975,-121.937824,Biking - Mountain Biking ; Hiking - Hiking ; ,20181201072716,, ,4591569,Activity / Attraction,Vancouver Coast and Mountains, ,,2095,1295043.2070000009,493163.28300000355
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1279,Ambassador Transportation Corp,Bus / Coach / Shuttle ;,"2111 Meadowlark Drive, Comox, BC","2111 Meadowlark Drive, Comox, BC",2111 Meadowlark Drive,V9M3P4,Comox,,,,,,49.6863614,-124.9429358,Shuttles ; Taxi / Limo ; ,20181201072716,,https://www.facebook.com/ambassadorshuttle,4592489,Transportation,Vancouver Island,https://twitter.com/ComoxShuttle,,2559,1076304.9810000001,519475.4580000024
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1280,AMC Tours,Bus / Coach / Shuttle ;,"3711 Elliot Road, West Kelowna, BC",3711 Elliot Road,3711 Elliot Road,V4T2H7,West Kelowna,,,,www.amctours.com,,49.8601574,-119.5498505,Golf - Golf Tours ; Sightseeing Tours ; Wine Tours ; ,20181201072715,,https://www.facebook.com/amctoursbc,4587631,Transportation,Thompson Okanagan,https://twitter.com/amctoursbc,,1633,1463223.883,559348.6809999999
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1281,Anahim Lake Airport (YAA),Airports ;,"827 Anahim Lake Airport Rd, Anahim Lake, BC","827 Anahim Lake Airport Rd, Anahim Lake, BC",827 Anahim Lake Airport Rd,V0L1C0,Anahim Lake,,,,www.cariboord.bc.ca/services/airports/anahim-lake-airport,,52.4571056,-125.3063293,,20181201072718,, ,4595369,Transportation,Cariboo Chilcotin Coast, ,,3437,1047050.687,827703.1029999992
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1282,Ancient Hill Winery,Wineries ;,"4918 Anderson Rd, Kelowna, BC",4918 Anderson Rd,4918 Anderson Rd,V1X7V7,Kelowna,,,,www.ancienthillwinery.com,,49.954349,-119.351787,,20181201072716,, ,4570077,Activity / Attraction,Thompson Okanagan, ,,1963,1476424.461,571093.9090000009
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1283,Anderson Vacations,Train Tours ;,"2148 - 20800 Westminster Highway, Richmond, BC",2148 - 20800 Westminster Highway,2148 - 20800 Westminster Highway,V6V2W3,Richmond,,,,www.andersonvacations.ca,,49.1680233,-122.9935998,Parks - National ; Sightseeing Tours ; Train ; ,20181201072717,,https://www.facebook.com/pages/Anderson-Vacations/83548927548,4609199,Activity / Attraction,Vancouver Coast and Mountains, ,,2489,1219407.8650000005,465957.8359999992
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1284,Angel Estate Winery,Wineries ;,"2170 Westham Island Rd, Delta, BC",2170 Westham Island Rd,2170 Westham Island Rd,V4K3N2,Delta,,,,www.angelestatewinery.com/,,49.090347,-123.163243,,20181201072716,,https://www.facebook.com/AngelEstateWinery/,4546677,Activity / Attraction,Vancouver Coast and Mountains, ,,2605,1207379.7739999997,456824.80399999954
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1285,Anhluut'ukwsim Laxmihl Angwinga'asanskwhl Provincial Park,Parks - Provincial ;,"Hwy 16, Terrace, BC","4th Floor, 2975 Jutland Rd",Hwy 16,V8G0G8,Terrace,,,,,,55.3338314,-128.9025879,,20181201072717,,http://www.facebook.com/YourBCParks,4547180,Activity / Attraction,Northern British Columbia, ,,2891,816332.3659999997,1152259.2729999945
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1286,Apex Adventure Plex,Amusement Parks ;,"110 - 3810 Jacombs Road, Richmond, BC",110 - 3810 Jacombs Road,110 - 3810 Jacombs Road,V6V1Y6,Richmond,,,,www.apexadventureplex.com/richmond,,49.187441,-123.0797003,,20181201072716,,https://www.facebook.com/apexadventureplexrichmond/,4608342,Activity / Attraction,Vancouver Coast and Mountains,https://twitter.com/Apex_Richmond,,2543,1213038.8799999997,467850.22000000626
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1287,Apex Mountain Resort,Skiing & Snowboarding ;,"Apex Mountain, Apex Mountain Resort, BC",Apex Mountain,Apex Mountain,V2A6J9,Apex Mountain Resort,,,,www.apexresort.com,,49.4252672,-119.9569702,,20181201072716,,https://www.facebook.com/ApexMtnResort/?fref=ts,4546441,Skiing & Snowboarding,Thompson Okanagan,http://twitter.com/#!/apexmountain,,1395,1438181.803999999,508596.2190000005
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1288,Apex Rafting,River Rafting ;,"112 First St E, Revelstoke, BC","112 First St E, Revelstoke, BC",112 First St E,V0E2S0,Revelstoke,,,,www.apexrafting.com,,50.9993355,-118.1983634,ATV/4 Wheel Drive ; Ziplining & Bungee Jumping ; ,20181201072717,,https://www.facebook.com/ApexRaftCompany/,4569791,Activity / Attraction,Kootenay Rockies,https://twitter.com/ApexRafting,,2779,1545979.8139999998,695125.0620000027
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1289,April Point Resort Fishing Adventures,Fishing - Saltwater ;,"900 April Point Rd, Quadra Island, BC",1327 Beach Dr,900 April Point Rd,V0P1N0,Quadra Island,,,,www.obmg.com,,50.0651858,-125.2362966,Wildlife Viewing - Other ; ,20181201072716,,https://www.facebook.com/aprilpoint,4572975,Activity / Attraction,Vancouver Island,http://twitter.com/April_Point,,1819,1054675.0079999988,561329.7760000033
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1290,April Point Whale Watching,Wildlife Viewing - Whale Watching ;,"900 April Point Rd, Quadra Island, BC",1327 Beach Dr,900 April Point Rd,V0P1N0,Quadra Island,,,,www.obmg.com,,50.0651858,-125.2362966,Wildlife Viewing - Other ; ,20181201072717,,https://www.facebook.com/aprilpoint,4591167,Activity / Attraction,Vancouver Island,http://twitter.com/april_point,,3297,1054675.0079999988,561329.7760000033
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1291,Arbutus Ridge Golf Club,Golf - Golf Courses ;,"3515 Telegraph Rd, Cobble Hill, BC",3515 Telegraph Rd,3515 Telegraph Rd,V0R1L4,Cobble Hill,,,,www.golfbc.com/courses/arbutus_ridge,,48.686777,-123.553324,Golf - Golf Driving Ranges ; Golf - Golf Tours ; ,20181201072716,,http://www.facebook.com/arbutusridgegolf,4542543,Golf Courses,Vancouver Island,http://twitter.com/ArbutusRidggolf,,1499,1180423.9279999987,410972.04600000195
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1292,Archers Fishing Charters,Fishing - Saltwater ;,"705 South Island Hwy, Campbell River, BC",784 Thulin St,705 South Island Hwy,V9W2C2,Campbell River,,,,www.seasidecottage.com,,49.9967627,-125.2298928,Wildlife Viewing - Other ; ,20181201072718,, ,4543485,Activity / Attraction,Vancouver Island, ,,3041,1055216.244000001,553724.2500000009
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1293,Archipelago Wildlife Cruises,Wildlife Viewing - Whale Watching ;,"Whiskey Landing Marina, Ucluelet, BC","Whiskey Landing Marina, Ucluelet, BC",Whiskey Landing Marina,V0R3A0,Ucluelet,,,,www.archipelagocruises.com,,48.9433831,-125.5462754,Wildlife Viewing - Bird Watching ; Cruises & Boat Tours ; Sightseeing Tours ; ,20181201072716,,http://www.facebook.com/pages/Archipelago-Wildlife-Cruises/108021042236?ref=hl,4554827,Activity / Attraction,Vancouver Island, ,,1501,1033282.593000001,436452.6060000006
